english,chinese
"In May 2017, for instance, The New York Times disclosed that Mr. Trump had asked Mr. Comey to end the F.B.I.’s investigation into the president’s national security adviser, Michael T. Flynn. Mr. Trump tweeted, “I never asked Comey to stop investigating Flynn. Just more Fake News covering another Comey lie!”",例如，《纽约时报》曾于2017年5月披露特朗普要求科米终止FBI对总统国家安全顾问迈克尔·T·弗林(Michael T. Flynn)的调查。特朗普发推称，“我从未要求科米停止调查弗林。这不过是掩盖科米又一个谎言的更多假新闻！”
"“Despite those denials,” Mr. Mueller wrote, “substantial evidence corroborates Comey’s account.”",“即便他们作了这些否认，”穆勒写道，“大量证据仍然证实了科米的说法。”
"In another instance, Mr. Trump appeared to use criticism of the news media as a legal strategy. He attacked a Times article suggesting that his former lawyer, Michael D. Cohen, might cooperate with the Justice Department and provide information about Mr. Trump.",还有一次，特朗普似乎把批评新闻媒体当作法律策略来使用。他攻击了时报一篇文章，该文暗示他的前律师迈克尔·科恩(Michael D. Cohen)可能会与司法部合作，提供关于特朗普的信息。
"That tweet coincided with outreach to Mr. Cohen by Mr. Trump’s associates, and Mr. Cohen understood that this was all part of an effort to get him to “stay on message and be part of the team.”",这则推文与特朗普的副手向科恩示好的时间恰好一致，科恩也明白这全都是让他“保持忠心、团结一致”努力的一部分。
4. No obstruction? Not so fast.,4. 没有妨碍司法？并不能完全肯定。
Mr. Trump was quick to declare the report a total vindication.,特朗普很快宣布，这份报告完全可以证明自己的无辜。
But federal authorities went out of their way not to exonerate Mr. Trump. They wrote that his conduct in office “presents difficult issues that prevent us from conclusively determining that no criminal conduct occurred.”,但联邦当局并没有特地排除他。他们写道，特朗普在任期间的行为“造成了一些困难的问题，阻碍我们最终确定没有发生犯罪行为”。
5. Evading an F.B.I. interview proved a successful strategy.,5. 逃避联邦调查局的问讯被证明是成功的策略。
"Mr. Trump repeatedly said he was eager to sit for an interview with Mr. Mueller’s team, despite his lawyers’ insistence that doing so would be a terrible idea.",特朗普多次表示，他很想接受穆勒团队的问讯，尽管他的律师坚称，这样做很不好。
"The report makes clear why his lawyers were so worried about it. Mr. Mueller had a huge cache of unanswered questions, misleading and conflicting statements, and unexplained actions with which to confront the president. Sitting for an interview, the report makes clear, would have exposed Mr. Trump to far more problems.",这份报告清楚地说明了他的律师为何如此担心。穆勒有大量未经解答的问题、误导性和相互矛盾的陈述，以及无法解释的行动，要向总统质询。报告明确指出，如果接受问讯，会让特朗普面对更多问题。
Mr. Mueller said he chose not to subpoena the president because a court fight would delay the investigation. But that decision meant that the authorities were never able to ask the central question in the obstruction case: What was Mr. Trump thinking when he tried repeatedly to undermine the federal investigation?,穆勒说，他之所以选择不传唤总统，是因为法庭上的争斗会推迟调查。但这一决定意味着，当局永远无法在这起妨碍司法案中提出核心问题：当特朗普一再试图破坏联邦调查时，他在想什么?
"6. No evidence of conspiracy, but lots of reason to investigate.",6. 没有实施阴谋的证据，但有很多调查的理由。
Mr. Mueller makes explicit what Mr. Trump has repeatedly cast doubt on: Russia secretly manipulated the 2016 presidential election.,穆勒明确指出了特朗普一再质疑的问题：俄罗斯暗中操纵了2016年的总统大选。
"The investigation ultimately found no evidence that anyone from Mr. Trump’s campaign participated in that effort, but the report reveals in stark detail the many suspicious interactions that had the F.B.I. so worried. Many of those have been reported, but the report amounts to a compendium that helps explain the origins of the F.B.I. investigation, known as “Crossfire Hurricane.”",调查最终没有发现任何证据，表明特朗普竞选团队中的任何人参与了这一行动，但这份报告详尽地揭示了令联邦调查局担忧的许多可疑互动。其中很多已经被报道过，但这份报告相当于一个概要，有助于解释联邦调查局调查的起源，即“火力飓风”(Crossfire Hurricane)调查。
"For instance, it has long been known that George Papadopoulos, a young campaign aide, was told that the Russian government had “dirt” on Hillary Clinton in the form of thousands of emails. But the report goes much further, revealing that Mr. Papadopoulos suggested an explicit offer by the Russian government to work with the Trump campaign to sabotage Mrs. Clinton.",例如，人们早就知道，年轻的竞选团队助手乔治·帕帕佐普洛斯(George Papadopoulos)被告知，俄罗斯政府有希拉里•克林顿(Hillary Clinton)的“黑料”，即数千封电子邮件。但这份报告走得更远，显示帕帕佐普洛斯建议俄罗斯政府明确提出与特朗普竞选团队合作，破坏克林顿。
7. Imagine reading this report cold.,7. 试想在毫不知情的情况下阅读该报告。
"Prosecutors describe a president who was preoccupied with ending a federal investigation, a White House that repeatedly told misleading and changing stories, and a presidential campaign that was in repeated contact with Russian officials for reasons that are not always clear.",在检察官的描述中，总统专注于结束联邦调查，白宫反复讲述误导性和前后不一的故事，总统竞选团队与俄罗斯官员反复接触，而接触的原因并不总是很清楚。
"Even though prosecutors concluded that didn’t amount to provably criminal conduct, the report is astounding in its sweep. Yet it is also a reminder of how much the public has learned over the past two years about Mr. Trump’s conduct.",尽管检察官的结论是，这并不构成可证明的犯罪行为，但这份报告的内容之广令人震惊。然而，这也提醒人们，过去两年里，公众对特朗普的行为已经了解了多少。
"If the American public or members of Congress were learning these things for the first time, the political fallout would normally be devastating. The consequences of the report remain to be seen, but if people are not surprised or shocked by the revelations, then Mr. Trump may have benefited by the steady drip of news stories he has so loudly criticized.",如果美国公众或国会议员是第一次了解这些事情，政治后果通常会是毁灭性的。这份报告的后果还有待观察，但如果人们对披露的情况不感到意外或震惊，那么特朗普可能已经从不断泄露的相关新闻报道中受益，尽管他对此一直大声批评这些报道。
"Donald J. Trump has referred to China as “our enemy.” He has called it “a major threat.” “Remember,” he once wrote on Twitter, “China is not a friend of the United States!”",唐纳德·J·特朗普(Donald J. Trump)称中国为“我们的敌人”。谓之“一大威胁”。“记住，”他曾在Twitter上写道，“中国不是美国的朋友！”
